"ID"	"Surname"	"Given"	"IntlWW40"	"IntlWW50"	"IntlWW60"
"ICUS1712"	"Sirikanchana"	"Pataraporn"	NA	NA	NA
"ICUS1713"	"Sirluck"	"Ernest"	NA	NA	NA
"ICUS1714"	"Sirtori"	"Carlo"	NA	NA	NA
"ICUS1715"	"Sisler"	"Harry Hall"	NA	NA	NA
"ICUS1716"	"Sivaraksa"	"Sulak"	NA	NA	NA
"ICUS1717"	"Sivaraman"	"K. N."	NA	NA	NA
"ICUS1718"	"Skinner"	"Elliott Percival"	NA	NA	NA
"ICUS1719"	"Skolimowski"	"Henryk"	NA	NA	NA
"ICUS1720"	"Slade"	"Ivan"	NA	NA	NA
"ICUS1721"	"Slater"	"Edward Charles"	NA	"B1917-01-16"	"B1917-01-16"
"ICUS1722"	"Slavinska-Holy"	"Nonna"	NA	NA	NA
"ICUS1723"	"Sloane"	"David E. E."	NA	NA	NA
"ICUS1724"	"Smart"	"Roderick Ninian"	NA	NA	"B1927-05-06"
"ICUS1725"	"Smith"	"Chesterfield H."	NA	NA	NA
"ICUS1726"	"Smith"	"Huston"	NA	NA	NA
"ICUS1727"	"Smith"	"Joseph Carman"	NA	NA	NA
"ICUS1728"	"Snow"	"Charles Percy"	"B1905-10-15"	NA	NA
"ICUS1729"	"Sodipo"	"John Olubi"	NA	NA	NA
"ICUS1730"	"Soemardjan"	"Selo"	NA	NA	NA
"ICUS1731"	"Soffen"	"Gerald A."	NA	NA	NA
"ICUS1732"	"Soleri"	"Paolo"	NA	"B1919-06-21"	"B1919-06-21"
"ICUS1733"	"Soll"	"Ivan"	NA	NA	NA
"ICUS1734"	"Solomon"	"Lawrence Norval"	NA	NA	NA
"ICUS1735"	"Somit"	"Albert"	NA	NA	NA
"ICUS1736"	"Sommer"	"John W."	NA	NA	NA
"ICUS1737"	"Sommeria"	"Joel"	NA	NA	NA
"ICUS1738"	"Sonbol"	"Amira El-Azhari"	NA	NA	NA
"ICUS1739"	"Sonneman"	"Ulrich"	NA	NA	NA
"ICUS1740"	"Sontag"	"Frederick Earl"	NA	NA	NA
"ICUS1741"	"Sooklal"	"Anil"	NA	NA	NA
"ICUS1742"	"Sorbom"	"Per"	NA	NA	NA
"ICUS1743"	"Soriano"	"Fernando I."	NA	NA	NA
"ICUS1744"	"Sotomayor"	"Marta"	NA	NA	NA
"ICUS1745"	"Soyfer"	"Valery Nikolayevich"	NA	NA	NA
"ICUS1746"	"Spedding"	"Frank Harold"	"B1902-10-22"	NA	NA
"ICUS1747"	"Spence"	"John Arnott"	NA	NA	NA
"ICUS1748"	"Sperry"	"Roger Wolcott"	"B1913-08-20"	"B1913-08-20"	NA
"ICUS1749"	"Spiridakis"	"John N."	NA	NA	NA
"ICUS1750"	"Spivak"	"Dmitri Leonidovich"	NA	NA	NA
"ICUS1751"	"Spohn"	"Roberta R."	NA	NA	NA
"ICUS1752"	"Spoto"	"Peter John"	NA	NA	NA
"ICUS1753"	"Spreng"	"Daniel Theodor"	NA	NA	NA
"ICUS1754"	"Spring"	"Anita"	NA	NA	NA
"ICUS1755"	"Springer"	"Georg F."	NA	NA	NA
"ICUS1756"	"Spurgin"	"Hugh"	NA	NA	NA
"ICUS1757"	"Srinivasan"	"Mangalam"	NA	NA	NA
"ICUS1758"	"St. John"	"Donald Patrick"	NA	NA	NA
"ICUS1759"	"Stachow"	"Ulrich"	NA	NA	NA
"ICUS1760"	"Stanhill"	"Gerald"	NA	NA	NA
"ICUS1761"	"Stannett"	"Vivian Thomas"	NA	NA	NA
"ICUS1762"	"Staples"	"Robert"	NA	NA	NA
"ICUS1763"	"Stapp"	"Henry Pierce"	NA	NA	NA
"ICUS1764"	"Staub"	"Jacob Joseph"	NA	NA	NA
"ICUS1765"	"Stearns"	"Peter Nathaniel"	NA	NA	NA
"ICUS1766"	"Stehling"	"Kurt Richard"	NA	NA	NA
"ICUS1767"	"Stengers"	"Isabelle"	NA	NA	NA
"ICUS1768"	"Stent"	"Gunther Siegmund"	NA	"B1924-03-28"	"B1924-03-28"
"ICUS1769"	"Stephane"	"Robert"	NA	NA	NA
"ICUS1770"	"Stevens"	"Evelyn V."	NA	NA	NA
"ICUS1771"	"Stewart"	"Edward C."	NA	NA	NA
"ICUS1772"	"Stiebing Jr"	"William Henry"	NA	NA	NA
"ICUS1773"	"Stoessinger"	"John George"	NA	NA	NA
"ICUS1774"	"Stokstad"	"Marilyn Jane"	NA	NA	NA
"ICUS1775"	"Stolnitz"	"George J."	NA	NA	NA
"ICUS1776"	"Strasser"	"Gabor"	NA	NA	NA
"ICUS1777"	"Strehler"	"Bernard Louis"	NA	NA	NA
"ICUS1778"	"Stridbeck"	"Bolof"	NA	NA	NA
"ICUS1779"	"Strohman"	"Richard C."	NA	NA	NA
"ICUS1780"	"Stroke"	"George Wilhelm"	NA	NA	NA
"ICUS1781"	"Stromberg"	"Joseph Robert"	NA	NA	NA
"ICUS1782"	"Stromseth"	"Walter A."	NA	NA	NA
"ICUS1783"	"Stroumsa"	"Gedaliahu A. Guy"	NA	NA	NA
"ICUS1784"	"Subrahmanyam"	"Krishnaswamy"	NA	"?B1924-02-05"	NA
"ICUS1785"	"Sudarshan"	"Ennackel Chandy George"	NA	NA	NA
"ICUS1786"	"Sukhatme"	"Pandurang Vasudeo"	NA	NA	NA
"ICUS1787"	"Sulaiman"	"Sadek Jawad"	NA	NA	NA
"ICUS1788"	"Sulayman"	"Abdulhamid Abu"	NA	NA	NA
"ICUS1789"	"Sullivan"	"Michael"	NA	NA	NA
"ICUS1790"	"Sun"	"Heng-Lun"	NA	NA	NA
"ICUS1791"	"Sundberg"	"Jacob W. F."	NA	NA	NA
"ICUS1792"	"Suessmann"	"Georg"	NA	NA	NA
"ICUS1793"	"Sussman"	"Marvin B."	NA	NA	NA
"ICUS1795"	"Suttmeier"	"Richard P."	NA	NA	NA
"ICUS1796"	"Suzuki"	"David Takayoshi"	NA	NA	NA
"ICUS1797"	"Suzuki"	"Shuji"	NA	NA	NA
"ICUS1798"	"Szabolcsi"	"Miklos"	NA	"B1921-03-03"	"B1921-03-03"
"ICUS1799"	"Szalai"	"Alexander"	NA	NA	NA
"ICUS1800"	"Szent-Gyorgyi"	"Albert"	"B1893-09-16"	"B1893-09-16"	NA
"ICUS1801"	"Takada"	"Akikazu"	NA	NA	NA
"ICUS1802"	"Takahashi"	"Hikoji"	NA	NA	NA
"ICUS1803"	"Takahashi"	"Masaru"	NA	NA	NA
"ICUS1804"	"Takahashi"	"Yumiko"	NA	NA	NA
"ICUS1805"	"Takaki"	"Ryuji"	NA	NA	NA
"ICUS1806"	"Takatsuji"	"Masamoto"	NA	NA	NA
"ICUS1807"	"Takeda"	"Katsuhiko"	NA	NA	NA
"ICUS1808"	"Takeda"	"Shuzaburo"	NA	NA	NA
"ICUS1809"	"Takeuchi"	"Seiji"	NA	NA	NA
"ICUS1810"	"Takino"	"Yoshinori"	NA	NA	NA
"ICUS1811"	"Tan"	"Nalia"	NA	NA	NA
"ICUS1812"	"Tan"	"Tai Wei"	NA	NA	NA
"ICUS1813"	"Tanabe"	"Jennifer P."	NA	NA	NA
"ICUS1814"	"Tanifuji"	"Shozo"	NA	NA	NA
"ICUS1815"	"Tanner"	"Neil"	NA	NA	NA
"ICUS1816"	"Tart"	"Charles T."	NA	NA	NA
"ICUS1817"	"Tavel"	"Morton A."	NA	NA	NA
"ICUS1818"	"Tax"	"Sol"	"B1907-10-30"	"B1907-10-30"	NA
"ICUS1819"	"Taylor"	"Alastair MacDonald"	NA	NA	NA
"ICUS1820"	"Taylor"	"Gordon Ramsay Rattray"	NA	NA	NA
"ICUS1821"	"Taylor"	"Harold"	NA	NA	NA
"ICUS1822"	"Taylor"	"John Gerald"	NA	NA	NA
"ICUS1823"	"Tejada-de-Rivero"	"David Alejandro"	NA	NA	NA
"ICUS1824"	"Tejera"	"Victorino"	NA	NA	NA
"ICUS1825"	"Meulen"	"Rudolf Hubertus Jozef ter"	NA	NA	NA
"ICUS1826"	"Terada"	"Kazuo"	NA	NA	NA
"ICUS1827"	"Teshima"	"Jacob Yuroh"	NA	NA	NA
"ICUS1828"	"Thieme"	"Hans Jörg"	NA	NA	NA
"ICUS1829"	"Thomas"	"Lewis"	NA	"B1913-11-25"	NA
"ICUS1830"	"Thomas"	"Robert Murray"	NA	NA	NA
"ICUS1831"	"Thomlinson"	"Paul"	NA	NA	NA
"ICUS1832"	"Thompson"	"Henry O."	NA	NA	NA
"ICUS1833"	"Thompson"	"Joyce E."	NA	NA	NA
"ICUS1834"	"Thomson"	"George Paget"	NA	NA	NA
"ICUS1835"	"Thorhaug"	"Anitra"	NA	NA	NA
"ICUS1836"	"Thorpe"	"William Homan"	"B1902-04-01"	NA	NA
"ICUS1837"	"Thring"	"Meredith Wooldridge"	NA	NA	NA
"ICUS1838"	"Thulstrup"	"Niels"	NA	NA	NA
"ICUS1839"	"Thurston"	"Linda P."	NA	NA	NA
"ICUS1840"	"Tietzel"	"Manfred"	NA	NA	NA
"ICUS1841"	"Tilton"	"John Elvin"	NA	NA	NA
"ICUS1842"	"Titma"	"Mikk"	NA	NA	NA
"ICUS1843"	"Toba"	"Kin'ichiro"	NA	NA	NA
"ICUS1844"	"Todorovich"	"Miro"	NA	NA	NA
"ICUS1845"	"Tolbert"	"Charles R."	NA	NA	NA
"ICUS1846"	"Toll"	"John S."	NA	NA	NA
"ICUS1847"	"Tóth"	"Esther"	NA	NA	NA
"ICUS1848"	"Totter"	"John Randolph"	NA	NA	NA
"ICUS1849"	"Toyoda"	"Toshio"	NA	NA	NA
"ICUS1850"	"Treadgold"	"Donald Warren"	NA	NA	NA
"ICUS1851"	"Trefethen"	"Lloyd MacGregor"	NA	NA	NA
"ICUS1852"	"Trenn"	"Thaddeus Joseph"	NA	NA	NA
"ICUS1853"	"Trevarthen"	"Colwyn Boyd‏"	NA	NA	NA
"ICUS1854"	"Trimble"	"Virginia Louise"	NA	NA	NA
"ICUS1855"	"Trinklein"	"Frederick Ernst"	NA	NA	NA
"ICUS1856"	"Tripathi"	"Gaya Charan"	NA	NA	NA
"ICUS1857"	"Trivers"	"Robert Ludlow"	NA	NA	NA
"ICUS1858"	"Trocmé"	"Etienne"	NA	NA	NA
"ICUS1859"	"Trost"	"Jan E."	NA	NA	NA
"ICUS1860"	"Trounson"	"Alan O.‏"	NA	NA	NA
"ICUS1861"	"Tsirpanlis"	"Constantine N."	NA	NA	NA
"ICUS1862"	"Tsueshita"	"Ryuei"	NA	NA	NA
"ICUS1863"	"Tsutsui"	"Minoru"	NA	NA	NA
"ICUS1864"	"Tucker"	"Carolyn M."	NA	NA	NA
"ICUS1865"	"Tucker"	"John"	NA	NA	NA
"ICUS1866"	"Tullock"	"Gordon"	NA	NA	NA
"ICUS1867"	"Turan"	"Ilter"	NA	NA	NA
"ICUS1868"	"Turfus"	"Colin"	NA	NA	NA
"ICUS1869"	"Turner"	"Frederick Hodson"	NA	NA	NA
"ICUS1870"	"Turowicz"	"Jerzy"	NA	NA	NA
"ICUS1871"	"Turton"	"Richard John"	NA	NA	NA
"ICUS1872"	"Tyler"	"Christopher W."	NA	NA	NA
"ICUS1873"	"Uffenheimer"	"Benjamin"	NA	NA	NA
"ICUS1874"	"Ulam"	"Stanislaw Marcin"	"B1909-04-13"	NA	NA
"ICUS1875"	"Underwood"	"Richard A."	NA	NA	NA
"ICUS1876"	"Unwin"	"Thomas"	NA	NA	NA
"ICUS1877"	"Urbanski"	"Tadeusz"	"B1901-10-26"	NA	NA
"ICUS1878"	"Urey"	"Harold Clayton"	"B1893-04-29"	NA	NA
"ICUS1879"	"Usmani"	"Ishrat Husain"	"B1917-04-15"	"B1917-04-15"	NA
"ICUS1880"	"Ustay"	"Ali H."	NA	NA	NA
"ICUS1881"	"Vachani"	"Mochan"	NA	NA	NA
"ICUS1882"	"Vahanian"	"Gabriel"	NA	NA	NA
"ICUS1883"	"Vallentyne"	"John R."	NA	NA	NA
"ICUS1884"	"van den Dungen"	"Peter"	NA	NA	NA
"ICUS1885"	"Vardar"	"Yusuf"	NA	NA	NA
"ICUS1886"	"Varma"	"Vijaya S."	NA	NA	NA
"ICUS1887"	"Vasconcellos"	"Jose Inacio Cotrim"	NA	NA	NA
"ICUS1888"	"Vatsyayan"	"Kapila Malik"	NA	NA	NA
"ICUS1889"	"Vattimo"	"Gianni"	NA	NA	NA
"ICUS1890"	"Vaux"	"Kenneth Lester"	NA	NA	NA
"ICUS1891"	"Costa"	"Rubens Vaz da"	NA	NA	NA
"ICUS1892"	"Veevers"	"Jean E."	NA	NA	NA
"ICUS1893"	"Vejs"	"Janis Nameisis"	NA	NA	NA
"ICUS1894"	"Velarde"	"Manuel García"	NA	NA	NA
"ICUS1895"	"Velikhov"	"Evgeniĭ Pavlovich"	NA	NA	NA
"ICUS1896"	"Ver Eecke"	"Wilfried"	NA	NA	NA
"ICUS1897"	"Vernon"	"Glenn Morley"	NA	NA	NA
"ICUS1898"	"Versailles"	"David W."	NA	NA	NA
"ICUS1899"	"Vibert"	"Frank"	NA	NA	NA
"ICUS1900"	"Vickers"	"Charles Geoffrey"	NA	NA	NA
"ICUS1901"	"Vidor"	"Ferenc"	NA	NA	NA
"ICUS1902"	"Villee"	"Claude Alvin"	NA	NA	NA
"ICUS1903"	"Vivas"	"Eliseo"	NA	NA	NA
"ICUS1904"	"Voisin"	"Carol"	NA	NA	NA
"ICUS1905"	"Volkoff"	"George Michael"	NA	NA	NA
"ICUS1906"	"Vollmer"	"Gerhard"	NA	NA	NA
"ICUS1907"	"Euler"	"Ulf Svante von"	"B1905-02-07"	NA	NA
"ICUS1908"	"Hoerner"	"Sebastian von"	NA	NA	NA
"ICUS1909"	"Meyenn"	"Karl von"	NA	NA	NA
"ICUS1910"	"Stackelberg"	"Karl-Georg von"	NA	NA	NA
"ICUS1911"	"Studnitz"	"Wilfried von"	NA	NA	NA
"ICUS1912"	"Weizsäcker"	"Carl Friedrich von"	NA	NA	NA
"ICUS1913"	"Weizsäcker"	"Ernst Ulrich von"	NA	NA	NA
"ICUS1914"	"Waardenburg"	"Jacques"	NA	NA	NA
"ICUS1915"	"Wagaw"	"Teshome G."	NA	NA	NA
"ICUS1916"	"Wagner"	"Karel"	NA	NA	NA
"ICUS1917"	"Waite"	"Donald E."	NA	NA	NA
"ICUS1918"	"Walbot"	"Virginia E."	NA	NA	NA
"ICUS1919"	"Waldrip"	"Jack"	NA	NA	NA
"ICUS1920"	"Walker"	"John G."	NA	NA	NA
"ICUS1921"	"Wallner"	"Friedrich G."	NA	NA	NA
"ICUS1922"	"Walsh"	"Don"	"B1931"	"B1931"	"B1931"
"ICUS1923"	"Walsh"	"Thomas G."	NA	NA	NA
"ICUS1924"	"Walter"	"Edward"	NA	NA	NA
"ICUS1925"	"Walter"	"Tony"	NA	NA	NA
"ICUS1926"	"Walton"	"Ernest Thomas Sinton"	"B1903-10-06"	"B1903-10-06"	NA
"ICUS1927"	"Wanekaya"	"Alice N."	NA	NA	NA
"ICUS1928"	"Wang"	"Chun-Tsung"	NA	NA	NA
"ICUS1929"	"Wang"	"Wei-Kung"	NA	NA	NA
"ICUS1930"	"Wang"	"Wei-Nong"	NA	NA	NA
"ICUS1931"	"Ward"	"Thomas Joseph"	NA	NA	NA
"ICUS1932"	"Warner"	"Clifford Terry"	NA	NA	NA
"ICUS1933"	"Warner"	"Edward Allen"	NA	NA	NA
"ICUS1934"	"Washburn"	"Dorothy Koster"	NA	NA	NA
"ICUS1935"	"Watanabe"	"Hisayoshi"	NA	NA	NA
"ICUS1936"	"Watanuki"	"Kunihiko"	NA	NA	NA
"ICUS1937"	"Watkins"	"John William Nevill"	NA	NA	NA
"ICUS1938"	"Watson"	"Andrew James"	NA	NA	NA
"ICUS1939"	"Weber"	"Joseph"	NA	NA	NA
"ICUS1940"	"Webster-Bukovsky"	"Marion Elizabeth"	NA	NA	NA
"ICUS1941"	"Webster"	"Richard T."	NA	NA	NA
"ICUS1942"	"Weede"	"Erich H."	NA	NA	NA
"ICUS1943"	"Weidemann"	"Celia Jean"	NA	NA	NA
"ICUS1944"	"Weidemann"	"Wesley"	NA	NA	NA
"ICUS1945"	"Weidlich"	"Wolfgang"	NA	NA	NA
"ICUS1946"	"Weiler"	"Gershom"	NA	NA	NA
"ICUS1947"	"Weimer"	"Walter B."	NA	NA	NA
"ICUS1948"	"Weinberg"	"Alvin Martin"	"B1915-04-20"	"B1915-04-20"	"B1915-04-20"
"ICUS1949"	"Weiner"	"Anthony Janoff"	NA	NA	NA
"ICUS1950"	"Weiss"	"Paul Alfred"	"B1898-03-21"	"B1898-03-21"	NA
"ICUS1951"	"Wells"	"Jonathan"	NA	NA	NA
"ICUS1952"	"Wen"	"Dazhong"	NA	NA	NA
"ICUS1953"	"Werblowsky"	"Raphael Jehudah Zwi"	NA	NA	NA
"ICUS1954"	"Wescott"	"Hilja"	NA	NA	NA
"ICUS1955"	"Wescott"	"Roger Williams"	NA	NA	NA
"ICUS1956"	"White"	"Nicholas Perry"	NA	NA	NA
"ICUS1957"	"White"	"Robert Joseph"	NA	NA	NA
"ICUS1958"	"Whitehead"	"Donald Henry"	NA	NA	NA
"ICUS1959"	"Whittemore"	"Abel Arvizú"	NA	NA	NA
"ICUS1960"	"Wickramasinghe"	"Nalin Chandra"	NA	"B1939-01-20"	"B1939-01-20"
"ICUS1961"	"Wielemans"	"Willy"	NA	NA	NA
"ICUS1962"	"Wigner"	"Eugene Paul"	"B1902-11-17"	"B1902-11-17"	NA
"ICUS1963"	"Wijeratne"	"Bryan"	NA	NA	NA
"ICUS1964"	"Willard"	"Beatrice E."	NA	NA	NA
"ICUS1965"	"Willem"	"Jean-Pierre"	NA	NA	NA
"ICUS1966"	"Williams"	"Max L."	NA	NA	NA
"ICUS1967"	"Williams"	"Robley Cook"	"B1908-10-13"	"B1908-10-13"	NA
"ICUS1968"	"Williamson"	"David Theodore Nelson"	NA	"B1923-02-15"	NA
"ICUS1969"	"Huber"	"Margaret Holmes Williamson"	NA	NA	NA
"ICUS1970"	"Wilson"	"Andrew Murray"	NA	NA	NA
"ICUS1971"	"Wilson"	"Nancy Lee"	NA	NA	NA
"ICUS1972"	"Wilson"	"R. Ward"	NA	NA	NA
"ICUS1973"	"Wiltshire"	"Winthrop"	NA	NA	NA
"ICUS1974"	"Winings"	"Kathy"	NA	NA	NA
"ICUS1975"	"Winkler"	"Ruthild"	NA	NA	NA
"ICUS1976"	"Winston"	"Robert Maurice Lipson"	NA	NA	"?B1940-07-15"
"ICUS1977"	"Winterberger"	"Andreas Kaspar"	NA	NA	NA
"ICUS1978"	"Wisdom"	"John Oulton"	NA	NA	NA
"ICUS1979"	"Wittwer"	"Sylvan Harold"	NA	NA	NA
"ICUS1980"	"Wohlmuth"	"Paul C."	NA	NA	NA
"ICUS1981"	"Wojciechowski"	"Jerzy Antoni"	NA	NA	NA
"ICUS1982"	"Wold"	"Herman Ole Andreaas"	"B1908-12-25"	"B1908-12-25"	NA
"ICUS1983"	"Wolf"	"Stewart George"	NA	NA	NA
"ICUS1984"	"Wolfram"	"Eddie"	NA	NA	NA
"ICUS1985"	"Won"	"Woo-Hyun"	NA	NA	NA
"ICUS1986"	"Woo"	"Peter Kun Yu"	NA	NA	NA
"ICUS1987"	"Wood"	"Richard E."	NA	NA	NA
"ICUS1988"	"Woodard"	"Calvin"	NA	NA	NA
"ICUS1989"	"Woody"	"Susan Minot"	NA	NA	NA
"ICUS1990"	"Wool"	"Ira G."	NA	NA	NA
"ICUS1991"	"Wren"	"George R."	NA	NA	NA
"ICUS1992"	"Wright"	"Paul Kenneth"	NA	NA	NA
"ICUS1993"	"Wuketits"	"Franz Manfred"	NA	NA	NA
"ICUS1994"	"Wyss"	"Peter"	NA	NA	NA
"ICUS1995"	"Xu"	"Lanxu"	NA	NA	NA
"ICUS1996"	"Xuto"	"Somsakdi"	NA	NA	NA
"ICUS1997"	"Vijil Tardón"	"Camilo"	NA	NA	NA
"ICUS1998"	"Yamaguchi"	"Hikoyuki"	NA	NA	NA
"ICUS1999"	"Yamamoto"	"Kenzo"	NA	NA	NA
"ICUS2000"	"Yamamoto"	"Makoto"	NA	NA	NA
"ICUS2001"	"Yamamoto"	"Nobuhito"	NA	NA	NA
"ICUS2002"	"Yamaori"	"Tetsuo"	NA	NA	NA
"ICUS2003"	"Yamazawa"	"Ippei"	NA	NA	NA
"ICUS2004"	"Yamazawa"	"Shingo"	NA	NA	NA
"ICUS2005"	"Yang"	"Zu-Zan"	NA	NA	NA
"ICUS2006"	"Yankov"	"Alexander"	"B1924-06-22"	"B1924-06-22"	NA
"ICUS2007"	"Yao"	"Xinzhong"	NA	NA	NA
"ICUS2008"	"Yaran"	"Cafer Sadık"	NA	NA	NA
"ICUS2009"	"Yazzie"	"Ethelou"	NA	NA	NA
"ICUS2010"	"Yeh"	"Si-Jung"	NA	NA	NA
"ICUS2011"	"Yehuda"	"Shlomo"	NA	NA	NA
"ICUS2012"	"Yi"	"Pyong-Do"	NA	NA	NA
"ICUS2013"	"Yilmaz"	"Huseyin"	NA	NA	NA
"ICUS2014"	"Yoo"	"Jong Youl"	NA	NA	NA
"ICUS2015"	"Yoo"	"Kyung-Jin"	NA	NA	NA
"ICUS2016"	"Yoon"	"Se-won"	NA	NA	NA
"ICUS2017"	"Yoshida"	"Natsuhiko"	NA	NA	NA
"ICUS2018"	"Yoshimura"	"Toru"	NA	NA	NA
"ICUS2019"	"Young"	"Hewitt Hartley"	NA	NA	NA
"ICUS2020"	"Yovel"	"Yirmiahu"	NA	NA	NA
"ICUS2021"	"Yu"	"Timothy"	NA	NA	NA
"ICUS2022"	"Yuize"	"Yasuhiko"	NA	NA	NA
"ICUS2023"	"Yura"	"Shigeru"	NA	NA	NA
"ICUS2024"	"Zadeh"	"Lotfi Asker"	NA	NA	NA
"ICUS2025"	"Zahedi"	"Hamid"	NA	NA	NA
"ICUS2026"	"Zaim"	"Sabahaddin"	NA	NA	NA
"ICUS2027"	"Zaleski"	"Casimir Pierre"	NA	NA	NA
"ICUS2028"	"Zallen"	"Harold"	NA	NA	NA
"ICUS2029"	"Zaman"	"M. Raquibuz"	NA	NA	NA
"ICUS2030"	"Zamora"	"Mario Dimarucut"	NA	NA	NA
"ICUS2031"	"Zapotoczky"	"Klaus"	NA	NA	NA
"ICUS2032"	"Zebroski"	"Edwin Leopold"	NA	NA	NA
"ICUS2033"	"Zediker"	"Phillip L."	NA	NA	NA
"ICUS2034"	"Zeh"	"Heinz Dieter"	NA	NA	NA
"ICUS2035"	"Zelvys"	"Rimantas"	NA	NA	NA
"ICUS2036"	"Zettersten"	"Arne"	NA	NA	NA
"ICUS2037"	"Zhao"	"Ruan Jin"	NA	NA	NA
"ICUS2038"	"Zhou"	"Wenzhang"	NA	NA	NA
"ICUS2039"	"Ziade"	"Maan"	NA	NA	NA
"ICUS2040"	"Zichichi"	"Antonino"	NA	"B1929-10-15"	NA
"ICUS2041"	"Zippe"	"Gernot"	NA	NA	NA
"ICUS2042"	"Zolla"	"Elemiré"	NA	NA	NA
"ICUS2043"	"Zoppo"	"Ciro Elliott"	NA	NA	NA
"ICUS2044"	"Zraket"	"Charles A."	NA	NA	NA
"ICUS2045"	"Zucker"	"Alexander"	NA	NA	NA
"ICUS2046"	"Fells"	"Ian"	NA	NA	NA
"ICUS2047"	"Gomez Azcarate Ramirez"	"Elias"	NA	NA	NA
"ICUS2048"	"Kogane"	"Yoshihiro"	NA	NA	NA
"ICUS2049"	"Pournelle"	"Jerry Eugene"	NA	NA	NA
"ICUS2050"	"Kurasha"	"Jameson"	NA	NA	NA
"ICUS2051"	"MacCormick"	"Neil"	NA	NA	NA
"ICUS2052"	"Machida"	"Yutaka"	NA	NA	NA
"ICUS2053"	"Sivaraman"	"Krishna"	NA	NA	NA
"ICUS2054"	"Turner"	"Frederick Clair"	NA	NA	NA
